Subject_ID,Tweet_ID,Sentence,Tokens,Indexed_Tokens,Segments_IDs
23,254,[CLS] We need stop referring people  antiIsrael  protesters [SEP],"['[CLS]', 'we', 'need', 'stop', 'referring', 'people', 'anti', '##is', '##rae', '##l', 'protesters', '[SEP]']","[101, 2057, 2342, 2644, 7727, 2111, 3424, 2483, 16652, 2140, 13337, 102]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]"
23,254,[CLS] They couldn t find Israel map [SEP],"['[CLS]', 'they', 'couldn', 't', 'find', 'israel', 'map', '[SEP]']","[101, 2027, 2481, 1056, 2424, 3956, 4949, 102]","[16, 16, 16, 16, 16, 16, 16, 16]"
23,254,[CLS] They misfits losers carrying banner Islamic terrorism many it s opportunity fit part [SEP],"['[CLS]', 'they', 'mis', '##fi', '##ts', 'losers', 'carrying', 'banner', 'islamic', 'terrorism', 'many', 'it', 's', 'opportunity', 'fit', 'part', '[SEP]']","[101, 2027, 28616, 8873, 3215, 23160, 4755, 9484, 5499, 10130, 2116, 2009, 1055, 4495, 4906, 2112, 102]","[17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17]"
26,247,[CLS] We aren t going forget November ran Muslim ban promising mass deportations hand Gaza West Bank Netanyahu silver fucking platter [SEP],"['[CLS]', 'we', 'aren', 't', 'going', 'forget', 'november', 'ran', 'muslim', 'ban', 'promising', 'mass', 'deportation', '##s', 'hand', 'gaza', 'west', 'bank', 'net', '##any', '##ahu', 'silver', 'fucking', 'platt', '##er', '[SEP]']","[101, 2057, 4995, 1056, 2183, 5293, 2281, 2743, 5152, 7221, 10015, 3742, 23702, 2015, 2192, 14474, 2225, 2924, 5658, 19092, 21463, 3165, 8239, 28005, 2121, 102]","[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18]"
26,247,[CLS] Unlike user Arabs aren t going forget [SEP],"['[CLS]', 'unlike', 'user', 'arabs', 'aren', 't', 'going', 'forget', '[SEP]']","[101, 4406, 5310, 14560, 4995, 1056, 2183, 5293, 102]","[19, 19, 19, 19, 19, 19, 19, 19, 19]"
41,311,[CLS] Was supremely moved speech searing compassionate [SEP],"['[CLS]', 'was', 'supreme', '##ly', 'moved', 'speech', 'searing', 'compassionate', '[SEP]']","[101, 2001, 4259, 2135, 2333, 4613, 25764, 29353, 102]","[20, 20, 20, 20, 20, 20, 20, 20, 20]"
41,311,[CLS] Also seems essential include Palestinian speaker convention [SEP],"['[CLS]', 'also', 'seems', 'essential', 'include', 'palestinian', 'speaker', 'convention', '[SEP]']","[101, 2036, 3849, 6827, 2421, 9302, 5882, 4680, 102]","[21, 21, 21, 21, 21, 21, 21, 21, 21]"
41,311,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[22, 22]"
28,417,[CLS] Walz goes proHamas crowd wow [SEP],"['[CLS]', 'wal', '##z', 'goes', 'pro', '##ham', '##as', 'crowd', 'wow', '[SEP]']","[101, 24547, 2480, 3632, 4013, 3511, 3022, 4306, 10166, 102]","[23, 23, 23, 23, 23, 23, 23, 23, 23, 23]"
28,417,[CLS] Walz  We need continue I think put leverage on  meaning pressure Israel Walz  I think folks speaking loudly Michigan speaking right reasons  Yikes [SEP],"['[CLS]', 'wal', '##z', 'we', 'need', 'continue', 'i', 'think', 'put', 'leverage', 'on', 'meaning', 'pressure', 'israel', 'wal', '##z', 'i', 'think', 'folks', 'speaking', 'loudly', 'michigan', 'speaking', 'right', 'reasons', 'yi', '##kes', '[SEP]']","[101, 24547, 2480, 2057, 2342, 3613, 1045, 2228, 2404, 21155, 2006, 3574, 3778, 3956, 24547, 2480, 1045, 2228, 12455, 4092, 9928, 4174, 4092, 2157, 4436, 12316, 9681, 102]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
28,417,[CLS] xcomdylanewellsst  [SEP],"['[CLS]', 'x', '##com', '##dy', '##lane', '##well', '##ss', '##t', '[SEP]']","[101, 1060, 9006, 5149, 20644, 4381, 4757, 2102, 102]","[25, 25, 25, 25, 25, 25, 25, 25, 25]"
17,965,[CLS] Vice President Harris President Biden I working end war Israel secure hostages released suffering Gaza ends Palestinian people realize right dignity [SEP],"['[CLS]', 'vice', 'president', 'harris', 'president', 'bid', '##en', 'i', 'working', 'end', 'war', 'israel', 'secure', 'hostages', 'released', 'suffering', 'gaza', 'ends', 'palestinian', 'people', 'realize', 'right', 'dignity', '[SEP]']","[101, 3580, 2343, 5671, 2343, 7226, 2368, 1045, 2551, 2203, 2162, 3956, 5851, 19323, 2207, 6114, 14474, 4515, 9302, 2111, 5382, 2157, 13372, 102]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
17,965,[CLS] Security [SEP],"['[CLS]', 'security', '[SEP]']","[101, 3036, 102]","[27, 27, 27]"
17,965,[CLS] Freedom [SEP],"['[CLS]', 'freedom', '[SEP]']","[101, 4071, 102]","[28, 28, 28]"
17,965,[CLS] And selfdetermination [SEP],"['[CLS]', 'and', 'self', '##de', '##ter', '##mina', '##tion', '[SEP]']","[101, 1998, 2969, 3207, 3334, 22311, 3508, 102]","[29, 29, 29, 29, 29, 29, 29, 29]"
87,698,[CLS] UN agency aid get stolen Hamas [SEP],"['[CLS]', 'un', 'agency', 'aid', 'get', 'stolen', 'hamas', '[SEP]']","[101, 4895, 4034, 4681, 2131, 7376, 22129, 102]","[30, 30, 30, 30, 30, 30, 30, 30]"
87,698,[CLS] UN sources told Israel s Walla News aid stolen Israel s military liaison Palestinians reports       liters fuel medical supplies went Hamas whose underground bases use diesel generators [SEP],"['[CLS]', 'un', 'sources', 'told', 'israel', 's', 'wall', '##a', 'news', 'aid', 'stolen', 'israel', 's', 'military', 'liaison', 'palestinians', 'reports', 'liter', '##s', 'fuel', 'medical', 'supplies', 'went', 'hamas', 'whose', 'underground', 'bases', 'use', 'diesel', 'generators', '[SEP]']","[101, 4895, 4216, 2409, 3956, 1055, 2813, 2050, 2739, 4681, 7376, 3956, 1055, 2510, 14975, 21524, 4311, 23675, 2015, 4762, 2966, 6067, 2253, 22129, 3005, 5230, 7888, 2224, 7937, 16937, 102]","[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]"
39,652,[CLS] Trump Netanyahu today  No president done I ve done Israel  [SEP],"['[CLS]', 'trump', 'net', '##any', '##ahu', 'today', 'no', 'president', 'done', 'i', 've', 'done', 'israel', '[SEP]']","[101, 8398, 5658, 19092, 21463, 2651, 2053, 2343, 2589, 1045, 2310, 2589, 3956, 102]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
17,272,[CLS] Trump ranted last night Governor Josh Shapiro   calling highly overrated Jewish Governor claiming done nothing Israel In response White House spokesman Herbie Ziskend says It Antisemitic dangerous hurtful attack fellow American [SEP],"['[CLS]', 'trump', 'ran', '##ted', 'last', 'night', 'governor', 'josh', 'shapiro', 'calling', 'highly', 'over', '##rated', 'jewish', 'governor', 'claiming', 'done', 'nothing', 'israel', 'in', 'response', 'white', 'house', 'spokesman', 'herb', '##ie', 'z', '##isk', '##end', 'says', 'it', 'anti', '##se', '##mit', '##ic', 'dangerous', 'hurt', '##ful', 'attack', 'fellow', 'american', '[SEP]']","[101, 8398, 2743, 3064, 2197, 2305, 3099, 6498, 24630, 4214, 3811, 2058, 9250, 3644, 3099, 6815, 2589, 2498, 3956, 1999, 3433, 2317, 2160, 14056, 12810, 2666, 1062, 20573, 10497, 2758, 2009, 3424, 3366, 22930, 2594, 4795, 3480, 3993, 2886, 3507, 2137, 102]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
30,390,[CLS] This tough call [SEP],"['[CLS]', 'this', 'tough', 'call', '[SEP]']","[101, 2023, 7823, 2655, 102]","[34, 34, 34, 34, 34]"
30,390,[CLS] While many government leaders including USA call killing people  UN exemption rule  government recognized UN suspend accounts [SEP],"['[CLS]', 'while', 'many', 'government', 'leaders', 'including', 'usa', 'call', 'killing', 'people', 'un', 'exemption', 'rule', 'government', 'recognized', 'un', 'suspend', 'accounts', '[SEP]']","[101, 2096, 2116, 2231, 4177, 2164, 3915, 2655, 4288, 2111, 4895, 19621, 3627, 2231, 3858, 4895, 28324, 6115, 102]","[35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]"
30,390,[CLS] Hamas recognized government UN [SEP],"['[CLS]', 'hamas', 'recognized', 'government', 'un', '[SEP]']","[101, 22129, 3858, 2231, 4895, 102]","[36, 36, 36, 36, 36, 36]"
71,250,[CLS] This Israels war Rafah [SEP],"['[CLS]', 'this', 'israel', '##s', 'war', 'raf', '##ah', '[SEP]']","[101, 2023, 3956, 2015, 2162, 7148, 4430, 102]","[37, 37, 37, 37, 37, 37, 37, 37]"
71,250,[CLS] This victory Its project genocidal desperation aided abetted USA European vassals [SEP],"['[CLS]', 'this', 'victory', 'its', 'project', 'gen', '##oc', '##idal', 'desperation', 'aided', 'abe', '##tted', 'usa', 'european', 'vassal', '##s', '[SEP]']","[101, 2023, 3377, 2049, 2622, 8991, 10085, 16975, 15561, 11553, 14863, 16190, 3915, 2647, 24351, 2015, 102]","[38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38]"
95,779,[CLS] This US Embassy Israel urging Israel retaliate unprecedented circumstances  literal attack existence [SEP],"['[CLS]', 'this', 'us', 'embassy', 'israel', 'urging', 'israel', 're', '##tal', '##iate', 'unprecedented', 'circumstances', 'literal', 'attack', 'existence', '[SEP]']","[101, 2023, 2149, 8408, 3956, 14328, 3956, 2128, 9080, 13143, 15741, 6214, 18204, 2886, 4598, 102]","[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39]"
95,779,[CLS] It s absolutely unbelievable [SEP],"['[CLS]', 'it', 's', 'absolutely', 'unbelievable', '[SEP]']","[101, 2009, 1055, 7078, 23653, 102]","[40, 40, 40, 40, 40, 40]"
95,779,[CLS] Like many examples United States [SEP],"['[CLS]', 'like', 'many', 'examples', 'united', 'states', '[SEP]']","[101, 2066, 2116, 4973, 2142, 2163, 102]","[41, 41, 41, 41, 41, 41, 41]"
95,779,[CLS] The left thinks OK demise [SEP],"['[CLS]', 'the', 'left', 'thinks', 'ok', 'demise', '[SEP]']","[101, 1996, 2187, 6732, 7929, 13614, 102]","[42, 42, 42, 42, 42, 42, 42]"
39,217,[CLS] This thoughtful measured perfect statement make [SEP],"['[CLS]', 'this', 'thoughtful', 'measured', 'perfect', 'statement', 'make', '[SEP]']","[101, 2023, 16465, 7594, 3819, 4861, 2191, 102]","[43, 43, 43, 43, 43, 43, 43, 43]"
39,217,[CLS] Delivering Israel makes even powerful [SEP],"['[CLS]', 'delivering', 'israel', 'makes', 'even', 'powerful', '[SEP]']","[101, 12771, 3956, 3084, 2130, 3928, 102]","[44, 44, 44, 44, 44, 44, 44]"
39,217,[CLS] It inconceivable Trump could ever make statement [SEP],"['[CLS]', 'it', 'inc', '##on', '##ce', '##iva', '##ble', 'trump', 'could', 'ever', 'make', 'statement', '[SEP]']","[101, 2009, 4297, 2239, 3401, 11444, 3468, 8398, 2071, 2412, 2191, 4861, 102]","[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45]"
16,174,[CLS] This AMAZING [SEP],"['[CLS]', 'this', 'amazing', '[SEP]']","[101, 2023, 6429, 102]","[46, 46, 46, 46]"
16,174,[CLS] Watch Trumps says Palestinians blocking peace Netanyahu doesnt want make deal BLOCKING A PEACE DEAL [SEP],"['[CLS]', 'watch', 'trump', '##s', 'says', 'palestinians', 'blocking', 'peace', 'net', '##any', '##ahu', 'doesn', '##t', 'want', 'make', 'deal', 'blocking', 'a', 'peace', 'deal', '[SEP]']","[101, 3422, 8398, 2015, 2758, 21524, 10851, 3521, 5658, 19092, 21463, 2987, 2102, 2215, 2191, 3066, 10851, 1037, 3521, 3066, 102]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
16,174,[CLS] This confirms everyones suspicions Netanyahus plan along wipe Palestinians move [SEP],"['[CLS]', 'this', 'confirms', 'everyone', '##s', 'suspicions', 'net', '##any', '##ahu', '##s', 'plan', 'along', 'wipe', 'palestinians', 'move', '[SEP]']","[101, 2023, 23283, 3071, 2015, 17817, 5658, 19092, 21463, 2015, 2933, 2247, 13387, 21524, 2693, 102]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48]"
52,236,[CLS] This headline erasing cost       Palestinians killed invading Israeli army plus many wounded maimed displaced underscores NYT change name Nazi Yisrael Times [SEP],"['[CLS]', 'this', 'headline', 'eras', '##ing', 'cost', 'palestinians', 'killed', 'invading', 'israeli', 'army', 'plus', 'many', 'wounded', 'mai', '##med', 'displaced', 'under', '##sco', '##res', 'ny', '##t', 'change', 'name', 'nazi', 'yi', '##sr', '##ael', 'times', '[SEP]']","[101, 2023, 17653, 28500, 2075, 3465, 21524, 2730, 17657, 5611, 2390, 4606, 2116, 5303, 14736, 7583, 12936, 2104, 9363, 6072, 6396, 2102, 2689, 2171, 6394, 12316, 21338, 21147, 2335, 102]","[49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49]"
41,293,[CLS] This creates catch   [SEP],"['[CLS]', 'this', 'creates', 'catch', '[SEP]']","[101, 2023, 9005, 4608, 102]","[50, 50, 50, 50, 50]"
41,293,[CLS] If Israel defend Israel destroyed [SEP],"['[CLS]', 'if', 'israel', 'defend', 'israel', 'destroyed', '[SEP]']","[101, 2065, 3956, 6985, 3956, 3908, 102]","[51, 51, 51, 51, 51, 51, 51]"
41,293,[CLS] If Israel defend Hamas hides behind civilians media blast images [SEP],"['[CLS]', 'if', 'israel', 'defend', 'hamas', 'hides', 'behind', 'civilians', 'media', 'blast', 'images', '[SEP]']","[101, 2065, 3956, 6985, 22129, 17382, 2369, 9272, 2865, 8479, 4871, 102]","[52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52]"
41,293,[CLS] So precisely Israel supposed [SEP],"['[CLS]', 'so', 'precisely', 'israel', 'supposed', '[SEP]']","[101, 2061, 10785, 3956, 4011, 102]","[53, 53, 53, 53, 53, 53]"
41,293,[CLS] World opinion govern Jewish survival [SEP],"['[CLS]', 'world', 'opinion', 'govern', 'jewish', 'survival', '[SEP]']","[101, 2088, 5448, 21208, 3644, 7691, 102]","[54, 54, 54, 54, 54, 54, 54]"
20,357,[CLS] This Week Hasbara w user We cant forget Jerusalem Post run user whos essentially stenographer IDF hes essentially military propagandist running one biggest newspapers Israel [SEP],"['[CLS]', 'this', 'week', 'has', '##bara', 'w', 'user', 'we', 'can', '##t', 'forget', 'jerusalem', 'post', 'run', 'user', 'who', '##s', 'essentially', 'ste', '##no', '##grapher', 'idf', 'he', '##s', 'essentially', 'military', 'prop', '##aga', '##ndi', '##st', 'running', 'one', 'biggest', 'newspapers', 'israel', '[SEP]']","[101, 2023, 2733, 2038, 20709, 1059, 5310, 2057, 2064, 2102, 5293, 6744, 2695, 2448, 5310, 2040, 2015, 7687, 26261, 3630, 18657, 24011, 2002, 2015, 7687, 2510, 17678, 16098, 16089, 3367, 2770, 2028, 5221, 6399, 3956, 102]","[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55]"
20,357,[CLS] They audacity try discredit [SEP],"['[CLS]', 'they', 'au', '##da', '##city', 'try', 'disc', '##red', '##it', '[SEP]']","[101, 2027, 8740, 2850, 12972, 3046, 5860, 5596, 4183, 102]","[56, 56, 56, 56, 56, 56, 56, 56, 56, 56]"
41,726,[CLS] They said BEFORE Israel took Rafah [SEP],"['[CLS]', 'they', 'said', 'before', 'israel', 'took', 'raf', '##ah', '[SEP]']","[101, 2027, 2056, 2077, 3956, 2165, 7148, 4430, 102]","[57, 57, 57, 57, 57, 57, 57, 57, 57]"
41,726,[CLS] They said BEFORE Israel took Philadelphia Corridor [SEP],"['[CLS]', 'they', 'said', 'before', 'israel', 'took', 'philadelphia', 'corridor', '[SEP]']","[101, 2027, 2056, 2077, 3956, 2165, 4407, 7120, 102]","[58, 58, 58, 58, 58, 58, 58, 58, 58]"
41,726,[CLS] They said BEFORE Israel killed Deif Haniyeh Shukr [SEP],"['[CLS]', 'they', 'said', 'before', 'israel', 'killed', 'dei', '##f', 'han', '##iy', '##eh', 'shu', '##kr', '[SEP]']","[101, 2027, 2056, 2077, 3956, 2730, 14866, 2546, 7658, 28008, 11106, 18454, 21638, 102]","[59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59]"
41,726,[CLS] So Id take military opinions Dead Seaworth salt [SEP],"['[CLS]', 'so', 'id', 'take', 'military', 'opinions', 'dead', 'sea', '##worth', 'salt', '[SEP]']","[101, 2061, 8909, 2202, 2510, 10740, 2757, 2712, 5172, 5474, 102]","[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]"
63,809,[CLS] They release day find Israel bombed killed    children one family spree bombings Rafah last night [SEP],"['[CLS]', 'they', 'release', 'day', 'find', 'israel', 'bombed', 'killed', 'children', 'one', 'family', 'sp', '##ree', 'bombings', 'raf', '##ah', 'last', 'night', '[SEP]']","[101, 2027, 2713, 2154, 2424, 3956, 18897, 2730, 2336, 2028, 2155, 11867, 9910, 20109, 7148, 4430, 2197, 2305, 102]","[61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61]"
60,955,[CLS] They put Israeli quotes little license attack dehumanize [SEP],"['[CLS]', 'they', 'put', 'israeli', 'quotes', 'little', 'license', 'attack', 'de', '##hum', '##ani', '##ze', '[SEP]']","[101, 2027, 2404, 5611, 16614, 2210, 6105, 2886, 2139, 28600, 7088, 4371, 102]","[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]"
60,955,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[63, 63]"
41,351,[CLS] These proHamas protests fostered faculty patted head administration [SEP],"['[CLS]', 'these', 'pro', '##ham', '##as', 'protests', 'foster', '##ed', 'faculty', 'patted', 'head', 'administration', '[SEP]']","[101, 2122, 4013, 3511, 3022, 8090, 6469, 2098, 4513, 11930, 2132, 3447, 102]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64]"
41,351,[CLS] Thats colleges completely eaten evil intersectional ideology crosses streams Jewhatred [SEP],"['[CLS]', 'that', '##s', 'colleges', 'completely', 'eaten', 'evil', 'intersection', '##al', 'ideology', 'crosses', 'streams', 'jew', '##hat', '##red', '[SEP]']","[101, 2008, 2015, 6667, 3294, 8828, 4763, 6840, 2389, 13165, 7821, 9199, 16522, 12707, 5596, 102]","[65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65]"
75,392,[CLS] These people prosecuted lives destroyed BLMANTIFA terrorist ever [SEP],"['[CLS]', 'these', 'people', 'prosecuted', 'lives', 'destroyed', 'b', '##lman', '##ti', '##fa', 'terrorist', 'ever', '[SEP]']","[101, 2122, 2111, 21651, 3268, 3908, 1038, 12624, 3775, 7011, 9452, 2412, 102]","[66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66]"
75,392,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[67, 67]"
23,858,[CLS] There  proPalestine  side [SEP],"['[CLS]', 'there', 'prop', '##ales', '##tine', 'side', '[SEP]']","[101, 2045, 17678, 23266, 10196, 2217, 102]","[68, 68, 68, 68, 68, 68, 68]"
23,858,[CLS] Palestine controlled Hamas [SEP],"['[CLS]', 'palestine', 'controlled', 'hamas', '[SEP]']","[101, 8976, 4758, 22129, 102]","[69, 69, 69, 69, 69]"
23,858,[CLS] If you re screeching ceasefire you re coddling terrorists [SEP],"['[CLS]', 'if', 'you', 're', 'sc', '##ree', '##ching', 'ceasefire', 'you', 're', 'cod', '##dling', 'terrorists', '[SEP]']","[101, 2065, 2017, 2128, 8040, 9910, 8450, 26277, 2017, 2128, 19429, 14423, 15554, 102]","[70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70]"
23,858,[CLS]   [SEP],"['[CLS]', '[SEP]']","[101, 102]","[71, 71]"
28,435,[CLS] There  managing  Hamas [SEP],"['[CLS]', 'there', 'managing', 'hamas', '[SEP]']","[101, 2045, 6605, 22129, 102]","[72, 72, 72, 72, 72]"
28,435,[CLS] It genocidal jihadist org whose charter destruction Israel murder Jews worldwide [SEP],"['[CLS]', 'it', 'gen', '##oc', '##idal', 'jihad', '##ist', 'org', 'whose', 'charter', 'destruction', 'israel', 'murder', 'jews', 'worldwide', '[SEP]']","[101, 2009, 8991, 10085, 16975, 24815, 2923, 8917, 3005, 6111, 6215, 3956, 4028, 5181, 4969, 102]","[73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73]"
28,435,[CLS] Israel must destroy Hamas help world rebuild Gaza find peaceful Arab leaders like Abraham Accords [SEP],"['[CLS]', 'israel', 'must', 'destroy', 'hamas', 'help', 'world', 'rebuild', 'gaza', 'find', 'peaceful', 'arab', 'leaders', 'like', 'abraham', 'accord', '##s', '[SEP]']","[101, 3956, 2442, 6033, 22129, 2393, 2088, 14591, 14474, 2424, 9379, 5424, 4177, 2066, 8181, 15802, 2015, 102]","[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]"
41,395,[CLS] The word evil descriptive enough Hamas [SEP],"['[CLS]', 'the', 'word', 'evil', 'descriptive', 'enough', 'hamas', '[SEP]']","[101, 1996, 2773, 4763, 22726, 2438, 22129, 102]","[75, 75, 75, 75, 75, 75, 75, 75]"
